Organization Name,Actively Hiring,Number of Employees,Full Description,Headquarters Location,Founded Date,Industries,Description,Last Funding Date,Last Funding Type,Last Funding Amount,Top 5 Investors,Estimated Revenue Range,Diversity Spotlight (US Headquarters Only),Headquarters Regions
Vue Storefront,—,101-250,"Vue Storefront is the global market-leading frontend solution for faster, higher-quality and customer-focused online shopping experiences. The cloud-based, composable, and mobile-first technology connects e-commerce platforms with headless content management systems, payment systems, search providers and other third-party services. A pioneering Frontend as a Service (FEaaS), Vue Storefront provides businesses with tools to create immersive and intuitive digital experiences for customers. This keeps shoppers longer on websites, boosts conversion rates, and increases revenues.","San Francisco, California, United States","Nov 20, 2020","E-Commerce, E-Commerce Platforms,,,",Frontend as a Service for Composable Commerce,"Mar 23, 2023",Series A,"$20,000,000","Nagi Letaifa, Y Combinator, Earlybird Venture Capital,,",—,—,"San Francisco Bay Area, West Coast,"
Matter Labs,—,1-10,"Matter Labs is scaling Ethereum with zero-knowledge proofs to accelerate public blockchain adoption. The company started out of scientific curiosity, the joy of engineering, and a deep conviction, the most impactful way to improve the world today is to provide an open and free alternative to its existing, deeply flawed financial system. The company was founded in 2018 with its head office in Berlin, Germany.","Berlin, Berlin, Germany",2018,"Blockchain, Ethereum, Internet,",Matter Labs is scaling Ethereum with zero-knowledge proofs to accelerate public blockchain adoption.,"Nov 16, 2022",Series C,"$200,000,000","ConsenSys, Andreessen Horowitz,,,",—,—,European Union (EU)
Jumbotail,Yes,101-250,"Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping. Jumbotail is a VC-funded startup building an online marketplace for food and grocery, targeted at wholesale buyers. It also operates a marketplace that connects tens of thousands of these Kirana stores with brands and traders. The company offers a whole suite of services including supply chain logistics, a mobile app for placing orders, integration with point-and-sales devices, and credit solutions to shop owners that can’t easily get a loan from banks. They offer a wide selection of high-quality staples, homecare, packaged foods, and personal care products from all the leading brands, and staples producers. Their vision is to organize the food and grocery ecosystem in India using technology, data science, and design. They are building products, platforms, and services for the next billion people of India, who have fundamentally different needs - access, language, selection, supply chain, financial, cultural, and the like. Their market potential is huge - in the order of hundreds of billions of dollars. They have a strong core team consisting of alumni from Stanford, CMU, IIT, BITS, etc. having several years of industry experience in companies like Amazon, Flipkart, eBay, BCG, Housing, and Grofers. They are reimagining and reengineering the food and grocery ecosystem through intelligent technology, intuitive design, and innovative business and supply chain models. They are a passionate team driven by their sense of purpose to solve critical real-world problems. Each team member will have significant ownership of key components that go into the next-generation e-commerce, supply chain, demand generation, and credit technology platforms and services that they are building.","Bangalore, Karnataka, India","Nov 4, 2015","E-Commerce, Food and Beverage,,,",Jumbotail is an operator of an online B2B marketplace and a retail platform that simplifies food and grocery shopping.,"Mar 14, 2023",Debt Financing,"₹750,000,000","Nexus Venture Partners, Capria Ventures,,,",$1M to $10M,—,Asia-Pacific (APAC)
Synctera,—,101-250,"Synctera is a Banking as a Service (BaaS) company that offers banking products. Synctera provides the platform, experiences, and programs for FinTech builders to create world-class products, and facilitates transparent, efficient partnerships between compatible FinTech builders and community banks. Synctera builds and launches bank accounts, debit cards, charge cards, lending, money movement, and more using APIs, compliance support, and bank partners in one end-to-end Banking as a Service (BaaS) platform.","San Francisco, California, United States",2020,"Banking, Finance, Financial Services,",Synctera is a Banking as a Service (BaaS) company that develops and launches FinTech apps and embedded banking products for many industries.,"Mar 9, 2023",Venture - Series Unknown,"$15,000,000","Gaingels, Lightspeed Venture Partners,,,",—,—,"San Francisco Bay Area, West Coast,"
Jasper,—,101-250,"Jasper is an AI content platform that allows individuals and teams to leverage AI to scale their content strategies. With Jasper, anyone from individual freelancers to creators at enterprise companies can break through writer's block, repackage what they've written, create original images, and adapt their content to different formats and languages. Jasper has been recognized as ""one of America's fastest-growing private companies"" by Inc. 5000.","Austin, Texas, United States","Jan 11, 2021","Artificial Intelligence, Content,,",Jasper is an AI content platform that allows individuals and teams to use AI to scale their content strategies.,"Oct 18, 2022",Series A,"$125,000,000","Insight Partners, Bessemer Venture Partners,,,",—,—,Southern US
BitKeep,—,51-100,"BitKeep is a decentralized multi-chain digital wallet, dedicated to providing safe and convenient one-stop digital asset management services to users around the world. Currently, there are nearly 8 million users covering 168 countries. BitKeep has reached ecosystem partnership and strategic partnerships with the Top 30 public chains like Polygon, Solana, BSC, ETH, HECO, OEC, TRON, Fantom, Wax, IOST, AVAX, zkSync, Terra Luna, Near, Arbitrum, etc., and become officially recommended wallet by them. With 80+ main chains, 20,000+ DAPP, and 245,400+ crypto assets, aiming to provide the most convenient and easy-to-use decentralized portal to users.","Grand Cayman, Midland, Cayman Islands",2018,"Bitcoin, Cryptocurrency, Finance,",BitKeep is a decentralized multi-chain digital wallet that provides safe and convenient one-stop digital asset management services to users.,"May 18, 2022",Series A,"$15,000,000","Matrixport, Bitget, Foresight Ventures,,",—,—,—
Vodafone,—,10001+,"Vodafone is a mobile telecommunications company that offers voice, messaging, and data services across mobile and fixed networks; fixed broadband and TV services; cloud and hosting as well as internet protocol-virtual private network services; roaming services; and unified communications services. The company also provides M-Pesa, a mobile money transfer and payment service that enables customers to access their bank accounts to send and receive money, purchase goods, pay bills, and save money and receive short-term loans; and Vodafone One Net, a converged fixed and mobile communications service for large and multinational companies as well as small- and medium-sized companies. In addition, Vodafone offers machine-to-machine business solutions; carrier services such as fixed and mobile connectivity and other services; smartphones and tablets; and telematics products and services. It sells its products through approximately 16,000 branded stores, distribution partners, and third-party retailers.","Newbury, West Berkshire, United Kingdom",1982,"Information Technology, Messaging,","Vodafone is a mobile telecommunications company that offers voice, messaging, and cellular data services.","Jan 17, 2023",Post-IPO Equity,—,"e&, Atlas Investissement",$10B+,—,—
Humana,—,10001+,"Humana creates innovative solutions and resources that help people with their healthcare needs. The company is an innovator with a commitment to service, health, and wellness. Their focus on people, choice, engagement and innovation guides our business practices and decision-making. In addition to group health plans, Humana's diverse lines of business work to serve all types of consumers. Humana was founded in 1964 and is based in Louisville, Kentucky, United States.","Louisville, Kentucky, United States",1964,"Health Care, Health Insurance,,",Humana creates innovative solutions and resources that help people with their healthcare needs.,"Feb 27, 2023",Post-IPO Debt,"$1,250,000,000",—,$10B+,—,Southern US
Myntra,—,10001+,"Myntra is an e-commerce company committed to making fashion and lifestyle products accessible to everyone. They create solutions that disrupt the ordinary and help make the world a happier, more fashionable place. They provide the largest current season product catalog, fashion etailer, m-commerce, myntra fashion brands, internet, omnichannel, omnichannel, and private fashion labels.","Bangalore, Karnataka, India",2007,—,"Myntra is an e-commerce platform for buying branded footwear, apparel, and accessories for men and women.","Mar 25, 2022",Corporate Round,"$116,000,000","Flipkart, Accel, Tiger Global Management,,",$50M to $100M,—,Asia-Pacific (APAC)
Zus Health,—,11-50,"Zus Health helps a new wave of healthcare builders create technologies and services without the usual blockers. Zus Health aims to bring forth a better health reality by empowering an inspired new wave of healthcare builders to create digital technologies and services that are cheaper, easier to customize, and far more intimate. Zus Health was established in 2020 in Watertown, Massachusetts by Jonathan Bush.","Watertown, Massachusetts, United States",2020,"Health Care, Information Technology,,",Zus Health helps a new wave of healthcare builders to create technologies and services without the usual blockers.,"Mar 16, 2023",Venture - Series Unknown,"$40,000,000","Andreessen Horowitz, F-Prime Capital,,,",—,—,"Greater Boston Area, East Coast,"
Roku,—,1001-5000,"Roku pioneered streaming for the TV, and we aspire to power every TV in the world. We developed a streaming platform that delivers a best-in-class user experience. At the heart of the Roku platform is our proprietary operating system, the Roku OS, which we built from the ground up. Roku is recognized for streaming innovation. This is demonstrated by our growing, passionate and highly engaged customer base who love Roku streaming devices because of our coveted content selection, ease of use, and value.","Los Gatos, California, United States","Oct 1, 2002","Advertising Platforms, Consumer Electronics,,,",Roku develops video streaming devices that provide users access to Internet-streamed video or audio services.,"Nov 9, 2015",Series H,"$45,500,000","Netflix, News Corp, Fidelity, Menlo Ventures,",$500M to $1B,—,"San Francisco Bay Area, Silicon Valley,"
Promise,Yes,11-50,"Promise simplifies government debt and helps people pay their bills. We partner with utilities and government agencies to offer a variety of convenient and flexible payment options, including zero-interest installment plans and relief distribution. We use sophisticated outreach methods that make it easy for customers to sign up and manage their plans. Ultimately, our technology maximizes government revenue while helping customers pay off debt sooner and with fewer penalties. Promise is a team of technology experts from companies like Palantir, Stripe, Uber and Google and leaders from the public sector. We are backed by a diverse group of venture capital firms like Kapor Capital, Y Combinator, First Round and RocNation.","Oakland, California, United States",2017,"Debt Collections, Financial Services,,,",PromisePay provides a modern payment processing platform built for utilities and government agencies.,"Feb 24, 2022",Series B,"$25,000,000","8VC, Y Combinator, Kapor Capital,,",$1M to $10M,"Black / African American Founded,,,","San Francisco Bay Area, West Coast,"
54gene,—,101-250,"54gene is a healthcare startup unlocking the African genome to fuel genetic research and development that may lead to new discoveries and benefit all populations. 54gene was founded in 2019 by Dr. Abasi Ene-Obong to address the significant gap in the global genomics market: Nearly 90% of genetic material used in pharmaceutical research is caucasian. Only 2% is African, despite the fact that Africans and people of African ancestry are more genetically diverse than all other world populations combined. As a result, pharmaceutical research and development is lacking the diverse data that may hold the key to medical discoveries and new healthcare solutions.","Washington, District of Columbia,",2019,"Biotechnology, Genetics, Health Care,",54gene is a healthcare startup that offers a genetics testing platform.,"Oct 28, 2022",Convertible Note,"$50,000,000","Y Combinator, Pioneer Fund, Microtraction,,",—,"Black / African American Founded,","Washington DC Metro Area, Southern US"
Tezos,—,10001+,"Tezos is an open-source platform for assets and applications backed by a global community of validators, researchers, and builders. It was founded in 2014 and is headquartered in Luxembourg.","Luxembourg, Luxembourg, Luxembourg",2014,"Blockchain, Cryptocurrency",Tezos is an open-source smart contracts platform for assets and applications.,"Jul 10, 2018",Venture - Series Unknown,—,"Tezos, Winklevoss Capital, Kosmos Ventures,,",Less than $1M,—,European Union (EU)
Acko,—,251-500,Acko is an online insurance policy provider with its entire operations offered through the digital platform. It creates products and delivers opportunities in areas such as personalized insurance products based on user consumption behaviors. Acko offers bite-sized insurance products for drivers and others working in transportation and related sectors. It has also expanded its catalog and began offering similar policies in healthcare. The company was co-founded by Varun Dua and Ruchi Deepak in 2016.,"Mumbai, Maharashtra, India",2016,"Auto Insurance, Health Insurance,,",Acko is a digital insurance company with a license to underwrite and distribute bite-sized insurance products.,"Oct 27, 2021",Series D,"$255,000,000","Amazon, Lightspeed Venture Partners,,,",$10M to $50M,—,Asia-Pacific (APAC)
The Souled Store,—,251-500,"The Souled Store is an online retailer that sells a range of fashion items and accessories to its users. The platform's product portfolio consists of t-shirts, mobile covers, badges, boxers, pajamas, notebooks, mugs, posters, coasters, backpacks, socks, umbrellas, tote bags, painted shoes, and wristbands. Furthermore, it enables its users to create personalized t-shirts.","Mumbai, Maharashtra, India",2013,"E-Commerce, Fashion, Lifestyle,",The Souled Store is an online retailer that sells a range of fashion items and accessories to its users.,"Mar 28, 2023",Series C,"₹1,350,000,000","Elevation Capital, Sahil Barua,,,",$1M to $10M,—,Asia-Pacific (APAC)
