Organization Name,Actively Hiring,Number of Employees,Full Description,Headquarters Location,Founded Date,Industries,Description,Last Funding Date,Last Funding Type,Last Funding Amount,Top 5 Investors,Estimated Revenue Range,Diversity Spotlight (US Headquarters Only),Headquarters Regions
Nationwide Building Society,—,10001+,"Nationwide Building Society is a British mutual financial institution and the largest building society in the UK. It has its headquarters in Swindon, with an office in Threadneedle Street, London, and with administration centres based in Bournemouth, Northampton and Dunfermline. Nationwide’s origins lie in the Provident Union Building Society (Wiltshire, 1846), the Northampton Town & County Freehold Land Society (Northampton 1848), and within the co-operative movement in London (1884). Following numerous mergers – most importantly the merger with Anglia Building Society in 1987 and the Portman Building Society in 2007, Nationwide is the now the world’s largest mutual financial institution, the UK’s third largest mortgage lender, and one of the UK’s largest savings providers.","Swindon, Wiltshire, United Kingdom",1846,"Finance, Financial Services, Insurance",Nationwide Building Society is a British mutual financial institution and the largest building society in the UK.,"May 14, 2019",Grant,"£50,000,000",Capability and Innovation Fund,$50M to $100M,—,—
QuickNode,—,251-500,"QuickNode is a Web3 infrastructure platform, helping developers and businesses build, launch, and scale blockchain-powered applications (dApps). The company's global API provides instant access to over 16 networks including Ethereum, Solana, Polygon, BSC and Avalanche. QuickNode's tools, enhanced APIs, and 1-click integrations save time, helping builders create the best version of their app and get to-market faster. Trusted by Fortune 500 companies and serving 100s of Billions requests per month, QuickNode is helping the blockchain ecosystem grow since 2017.","Miami, Florida, United States",2017,"Blockchain, Developer Tools, Ethereum,",QuickNode is a Blockchain Development Platform that helps build and scale web3 applications faster.,"Jan 24, 2023",Series B,"$60,000,000","Protocol Labs, SoftBank, Tribe Capital,,",—,"Black / African American Led,","Greater Miami Area, East Coast,"
Snowflake,—,1001-5000,"Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud. The platform is built for the cloud, focusing on an instant, secure, governed access to an entire network of data, and is built to enable a variety of data workloads, including a single platform for developing modern data applications. It combines the power of data warehousing, the flexibility of big data platforms, and the elasticity of the cloud at a fraction of the cost of traditional solutions. The company was co-founded by Thierry Cruanes, Marcin Zukowski, Bob Muglia, and Benoit Dageville in 2012 and is headquartered in San Mateo, California.","San Mateo, California, United States","Jan 1, 2012","Analytics, Cloud Data Services,,",Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,"Apr 19, 2022",Post-IPO Equity,"$621,456,438","Sequoia Capital, Madrona, Wing Venture Capital,,",$1B to $10B,—,"San Francisco Bay Area, Silicon Valley,"
Cowboy,—,101-250,"Cowboy is an e-bike company that creates innovative electric bikes for city riders. It is still transforming the bike and mobility industries, from the point of sale to the point of service. Its mission is to empower riders to map their own paths, as well as the paths of the cities in which they live, through mindful movement that benefits everyone. Cowboy's electric bikes are simple — there is no gear and no + and - buttons to adjust the motor's power. The company believes riding a bike should be as simple as hopping into the saddle and putting one foot on the peddle.","Brussels, Brussels Hoofdstedelijk Gewest,",2017,"Electric Vehicle, Mobile, Transportation",Cowboy is an ebike company that creates innovative electric bikes for city riders.,"Mar 8, 2023",Venture - Series Unknown,"€15,000,000","Crowdcube, Tiger Global Management,,,",—,—,European Union (EU)
Mystifly,—,251-500,"Mystifly is an anywhere-to-anywhere B2B global airfare marketplace with fares from 900+ airlines, multi-GDS and also 170+ LCCs, across 70+ points of sale countries across the Americas, EMEA and APAC. The company focuses on applying the right mix of technology and inventive thought process to disrupt the air travel industry.","Singapore, Central Region, Singapore","Jul 30, 2009","Leisure, Tourism, Travel","Mystifly is a B2B application programming interface that provides ticketing, airline retailing, and post-ticketing services to end-consumers","Mar 23, 2023",Series B,"$4,700,000","Crusade Partners, Jenfi, Recruit Holdings,,",—,—,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN),"
SpotDraft,—,101-250,"SpotDraft is an AI-driven contract management and automation solution designed for fast-growing companies. It offers end-to-end contract management services for legal, sales, marketing, human resources, business operations, and procurement teams. With its best-in-class platform, SpotDraft acts as a co-pilot for legal teams, helping them optimize the contract management process by eliminating inefficiencies and reducing repetitive tasks. Streamline your contracting process with an intuitive interface, intelligent contract repository, customizable templates and workflows, and much more. SpotDraft integrates with popular SaaS tools, such as Salesforce, HubSpot, Slack, and Google Drive, delivering a seamless experience for global businesses, including Airbnb, Notion, STRAVA, Beamery, and Fidelity International. Founded in 2017 by a Harvard law graduate and two Carnegie Mellon computer engineers, SpotDraft raised $26 million in Series A funding in 2023 to further enhance its platform, expand its team, and accelerate growth.","Bangalore, Karnataka, India",2017,"Computer, Internet, Legal, Legal Tech,,","SpotDraft makes end-to-end contract lifecycles smoother, faster, and easier so lawyers get more time to focus on work that really matters.","Mar 2, 2023",Series A,"$26,000,000","500 Global, Prosus Ventures, PremjiInvest,,",—,—,Asia-Pacific (APAC)
SmartBear,Yes,251-500,"SmartBear is a developer of enterprise-class software development and testing tools.The company's software uses code review, application programming interface (API) and UI level testing and monitoring across mobile, web and desktop applications, enabling enterprises to automate mundane tasks, easily track and report the success of testing efforts.","Somerville, Massachusetts, United States",2009,"Cloud Computing, Developer APIs,,,",SmartBear is a developer of enterprise-class software development and testing tools.,"Oct 21, 2020",Private Equity,"$2,868,750","Francisco Partners, Insight Partners,",$100M to $500M,—,"Greater Boston Area, East Coast,"
Oak Street Health,—,101-250,"Oak Street Health is a primary care center for adults on Medicare in medically-underserved communities where there is little to no quality healthcare. Its care is based on an entirely new model that is based on value for its patients, not on the volume of services. IT was founded in 2012 and headquartered in Chicago, Illinois.","Chicago, Illinois, United States",2012,"Health Care, Health Diagnostics,,",Oak Street Health is a network of primary care centers for adults on Medicare.,"Nov 16, 2022",Post-IPO Debt,"$300,000,000","Silicon Valley Bank, Hercules Capital,,,",$100M to $500M,—,"Greater Chicago Area, Great Lakes,"
Glassdoor,—,501-1000,"Glassdoor is a job and recruiting sites that operates online jobs and career community. It helps employees, job seekers, employers, and recruiters in finding and sharing information about the companies and jobs that include company reviews, interview questions and reviews, office photos, salary details, and information to make career decisions. Rich Barton, Robert Hohman, and Tim Besse founded June 2007, with its headquarters in Mill Valley in California. Glassdoor operates worldwide.","Mill Valley, California, United States",Jun 2007,"Career Planning, Digital Media,,,",Glassdoor is a job and recruiting sites that operates online jobs and career community.,"Jan 26, 2017",Secondary Market,—,"T. Rowe Price, EquityZen, Tiger Global Management,,",$100M to $500M,—,"San Francisco Bay Area, West Coast,"
Chroma Medicine,—,51-100,"Chroma Medicine is a new genomic medicine company working on epigenetic editing. Chroma Medicine is pioneering a new class of genomic medicines that harness epigenetics, nature’s innate mechanism for gene regulation, to revolutionize the treatment of genetically driven diseases. Chroma Medicine was established in 2021 in Cambridge, Massachusetts.","Cambridge, Massachusetts, United States",2021,"Biotechnology, Medical, Therapeutics",Chroma Medicine is a new genomic medicine company working on epigenetic editing.,"Mar 1, 2023",Series B,"$135,000,000","ARCH Venture Partners, T. Rowe Price,,,",—,Women Led,"Greater Boston Area, East Coast,"
OpenLoop,—,11-50,"OpenLoop is an online hiring platform that matches physicians and other healthcare providers with hiring institutions within their region. The platform innovations of the company simplify telehealth by gathering all current employment demands, centralizing the provider database, and contacting healthcare institutions based on their region and specialty when opportunities exist, allowing hospitals and other recruiters to fill staff shortages. OpenLoop was established on January 1, 2020 in Des Moines, Iowa.","Des Moines, Iowa, United States","Jan 1, 2020","Health Care, Medical, Service Industry,",OpenLoop is an online hiring platform that matches physicians and other healthcare providers with hiring institutions within their region.,"Mar 16, 2023",Series A,"$15,000,000","Techstars, Panoramic Ventures,,,",$1M to $10M,—,Midwestern US
R-Zero,—,101-250,"R-Zero is the first biosafety technology company dedicated to making the indoor spaces we share safer, healthier, and more productive. Dedicated to developing the most effective and innovative disinfection technologies, R-Zero is setting a new standard for health in the built environment. Today, the company is pioneering the first continuous, automated disinfection ecosystem, enabling every organization to measure and manage indoor health risks with a new level of sophistication and ease. Combining space utilization sensor technology, AI, ML, and IoT-connected hardware, R-Zero’s intelligent biosafety technology platform provides greater visibility, automation, and even smarter risk reduction within the indoor spaces where humans spend 90% of their time.","Salt Lake City, Utah, United States",Apr 2020,"Biotechnology, Hardware, Internet of Things,,,","R-Zero is a biosafety technology company dedicated to making shared indoor environments safer, healthier, and more productive.","Feb 14, 2023",Series C,"$105,000,000","Mayo Clinic, Upfront Ventures,,,",$1M to $10M,—,Western US
Hercules Capital,Yes,51-100,"Hercules is the largest non-bank lender to venture capital-backed companies at all stages of development in a broadly diversified variety of technology, life sciences, and sustainable and renewable technology industries. With over a decade of experience in venture debt, Hercules is uniquely positioned to quickly create innovative financing solutions that perfectly fit within a company's existing capital structure and map to its business objectives. Recognized as the industry leader, Hercules understands the flexibility these types of companies need and has the experience to work closely with them, even through challenging times, to help them reach critical milestones. Hercules' deep sector expertise, geographic presence and its strong capital base have made Hercules the lender of choice for more than 480 innovative companies.","Palo Alto, California, United States","Dec 30, 2003","Commercial Lending, Financial Services,,","Hercules Capital is a capital market company that lends to technology, life sciences, and sustainable technology companies.","May 17, 2016",Post-IPO Debt,"$6,500,000",AloStar,$50M to $100M,—,"San Francisco Bay Area, Silicon Valley,"
